,sentence1,sentence21,sentence22,pronoun,referent1,wrong_referent1,referent2,wrong_referent2
20854,The sniper targeted the terrorist,He was a notorious warlord,He was a brutal murderer,He,terrorist,sniper,terrorist,sniper
20855,The sniper executed the terrorist,He was a ruthless warmonger,He was a ruthless dictator,He,terrorist,sniper,terrorist,sniper
20856,The sniper took out the terrorist,He was a brutal assassin,He was a notorious drug lord,He,terrorist,sniper,terrorist,sniper
20857,The sailors dropped off the unreliable boats,They were searching for treasure,They were suffering structural damage,They,sailors,boats,boats,sailors
20858,The sniper took down the terrorist,He was a dangerous human rights violator,He was a ruthless dictator,He,terrorist,sniper,terrorist,sniper
20859,The sniper took out the terrorist,He was a resourceful killer,He was a notorious money launderer,He,sniper,terrorist,terrorist,sniper
20860,The sniper took down the terrorist,He was a winning assassin,He was a dangerous murderer,He,sniper,terrorist,terrorist,sniper
20861,The sniper took aim the terrorist,He was a precise shooter,He was a brutal human rights violator,He,sniper,terrorist,terrorist,sniper
20862,The sniper targeted the terrorist,He was a dangerous assassin,He was a dangerous criminal,He,terrorist,sniper,terrorist,sniper
20863,The sniper assassinated the terrorist,He was a notorious cyber criminal,He was a winning shooter,He,terrorist,sniper,sniper,terrorist
20864,The sniper took out the terrorist,He was a precise marksman,He was a brutal bomber,He,sniper,terrorist,terrorist,sniper
20865,The heart circulated blood that nourished cells,It was a life-giving liquid,It was a invigorating liquid,It,blood,heart,blood,heart
20866,The sniper eliminated the terrorist,He was a resourceful killer,He was a notorious human rights abuser,He,sniper,terrorist,terrorist,sniper
20867,The winning sniper killed the terrorist,He was a talented sharpshooter,He was a successful killer,He,sniper,terrorist,sniper,terrorist
20868,The students read the books,They were seeking understanding,They were reaching for their goals,They,students,books,students,books
20869,The knife cut through the fence rapidly,It was easily cut by the sharp blade,It was old and decrepit,It,fence,knife,fence,knife
20870,The storm threatened the morning flight,It was producing tornadoes,It was carrying important documents,It,storm,flight,flight,storm
20871,The sniper executed the terrorist,He was a dangerous militant,He was a ruthless war criminal,He,terrorist,sniper,terrorist,sniper
20872,The bee sipped nectar from the flower,It was an untouched paradise,It was a valuable resource,It,flower,bee,flower,bee
20873,The winning sniper fired the terrorist,He was a brutal bomb maker,He was a brutal killer,He,terrorist,sniper,terrorist,sniper
20874,The sniper killed the terrorist,He was a winning marksman,He was a dangerous launderer,He,sniper,terrorist,terrorist,sniper
20875,The storm destroyed the flight,It was causing flash floods,It was putting lives in peril,It,storm,flight,storm,flight
20876,The sniper neutralized the terrorist,He was a dangerous killer,He was a accurate marksman,He,terrorist,sniper,sniper,terrorist
20877,The storm battered the scheduled flight,It was putting lives in peril,It was bringing high winds,It,storm,flight,storm,flight
20878,The sniper neutralized the terrorist,He was a notorious assassin,He was a ruthless launderer,He,terrorist,sniper,terrorist,sniper
20879,The accurate sniper neutralized the terrorist,He was a successful sharpshooter,He was a veteran assassin,He,sniper,terrorist,sniper,terrorist
20880,The storm forced the flight,It was creating dangerous conditions,It was putting lives in peril,It,storm,flight,storm,flight
20881,The accurate sniper neutralized the terrorist,He was a talented shooter,He was a successful shooter,He,sniper,terrorist,sniper,terrorist
20882,The sniper fired the terrorist,He was a ruthless assassin,He was a brutal killer,He,terrorist,sniper,terrorist,sniper
20883,The sailors tumbled off the boats,They were tipping over,They were not trained,They,boats,sailors,sailors,boats
20884,The sailors jumped off the boats,They were not following safety procedures,They were facing unexpected challenges,They,sailors,boats,sailors,boats
20885,The people organized a movement against the government,They were demanding results,They were fighting for their dignity,They,people,government,people,government
20886,The sniper targeted the terrorist,He was a ruthless human rights violator,He was a precise assassin,He,terrorist,sniper,sniper,terrorist
20887,The winning sniper took aim the terrorist,He was a talented sharpshooter,He was a successful killer,He,sniper,terrorist,sniper,terrorist
20888,The sailors dived off the over-loaded boats,They were sailing in treacherous waters,They were in poor condition,They,sailors,boats,boats,sailors
20889,The acrobatic birds chewed on the seeds,They were looking for nourishment,They were a irresistible snack,They,birds,seeds,seeds,birds
20890,The precise sniper took down the terrorist,He was a veteran sharpshooter,He was a dangerous extremist,He,sniper,terrorist,terrorist,sniper
20891,The people formed a coalition against the government,They were fighting for equality,They were showing solidarity,They,people,government,people,government
20892,The sniper targeted the terrorist,He was a notorious war criminal,He was a notorious warmonger,He,terrorist,sniper,terrorist,sniper
20893,The birds discovered the seeds,They were a flavorful food,They were poised,They,seeds,birds,birds,seeds
20894,The people staged a demonstration against the government,They were fighting for democracy,They were colluding with corporations,They,people,government,government,people
20895,The people joined a nonviolent protest against the government,They were taking bribes,They were spreading hope,They,government,people,people,government
20896,The sniper eliminated the terrorist,He was a dangerous combatant,He was a dangerous cyber criminal,He,terrorist,sniper,terrorist,sniper
20897,The sniper took out the terrorist,He was a dangerous human rights abuser,He was a brutal combatant,He,terrorist,sniper,terrorist,sniper
20898,The people marched against the government,They were violating human rights,They were making their voices heard,They,government,people,people,government
20899,The sniper neutralized the terrorist,He was a resourceful shooter,He was a ruthless warmonger,He,sniper,terrorist,terrorist,sniper
20900,The sniper neutralized the terrorist,He was a notorious guy,He was a ruthless warmonger,He,terrorist,sniper,terrorist,sniper
20901,The precise sniper took aim the terrorist,He was a dangerous killer,He was a ruthless killer,He,terrorist,sniper,terrorist,sniper
20902,The people formed a coalition against the government,They were fighting for equality,They were perpetuating corruption,They,people,government,government,people
20903,The sniper executed the terrorist,He was a dangerous warlord,He was a dangerous combatant,He,terrorist,sniper,terrorist,sniper
20904,The winning sniper took out the terrorist,He was a top shooter,He was a veteran marksman,He,sniper,terrorist,sniper,terrorist
20905,The sniper took down the terrorist,He was a winning shooter,He was a notorious extremist,He,sniper,terrorist,terrorist,sniper
20906,The resourceful sniper eliminated the terrorist,He was a top sharpshooter,He was a dangerous murderer,He,sniper,terrorist,terrorist,sniper
20907,The impulsive sailors dove off the boats,They were not in control,They were not comfortable,They,boats,sailors,boats,sailors
20908,The sniper took aim the terrorist,He was a brutal murderer,He was a accurate sharpshooter,He,terrorist,sniper,sniper,terrorist
20909,The sniper neutralized the terrorist,He was a ruthless assassin,He was a notorious warmonger,He,terrorist,sniper,terrorist,sniper
20910,The birds searched for the difficult-to-reach seeds,They were juicy and tender,They were satisfying,They,seeds,birds,seeds,birds
20911,The sniper neutralized the terrorist,He was a ruthless dealer,He was a brutal bomb maker,He,terrorist,sniper,terrorist,sniper
20912,The sniper neutralized the terrorist,He was a ruthless cyber criminal,He was a ruthless bomb maker,He,terrorist,sniper,terrorist,sniper
20913,The resourceful sniper killed the terrorist,He was a veteran shooter,He was a successful sharpshooter,He,sniper,terrorist,sniper,terrorist
20914,The sniper assassinated the terrorist,He was a precise sharpshooter,He was a precise marksman,He,sniper,terrorist,sniper,terrorist
20915,The sniper neutralized the terrorist,He was a ruthless insurgent,He was a ruthless dealer,He,terrorist,sniper,terrorist,sniper
20916,The sniper took out the terrorist,He was a precise shooter,He was a brutal killer,He,sniper,terrorist,terrorist,sniper
20917,The accurate sniper targeted the terrorist,He was a top shooter,He was a ruthless cyber criminal,He,sniper,terrorist,terrorist,sniper
20918,The sniper took out the terrorist,He was a ruthless insurgent,He was a ruthless human trafficker,He,terrorist,sniper,terrorist,sniper
20919,The sniper fired the terrorist,He was a brutal human rights abuser,He was a notorious dictator,He,terrorist,sniper,terrorist,sniper
20920,The storm shattered the scheduled flight,It was creating dangerous conditions,It was causing flash floods,It,storm,flight,storm,flight
20921,The sniper assassinated the terrorist,He was a brutal human rights abuser,He was a brutal money launderer,He,terrorist,sniper,terrorist,sniper
20922,The sniper eliminated the terrorist,He was a ruthless militant,He was a precise shooter,He,terrorist,sniper,sniper,terrorist
20923,The sniper neutralized the terrorist,He was a ruthless cyber criminal,He was a ruthless dealer,He,terrorist,sniper,terrorist,sniper
20924,The heart beat blood that aided digestion,It was a skin-nourshing fluid,It was a vitamin-rich liquid,It,blood,heart,blood,heart
20925,The sniper targeted the terrorist,He was a ruthless human rights violator,He was a brutal murderer,He,terrorist,sniper,terrorist,sniper
20926,The sniper took aim the terrorist,He was a ruthless guy,He was a ruthless killer,He,terrorist,sniper,terrorist,sniper
20927,The sniper took down the terrorist,He was a ruthless criminal,He was a ruthless insurgent,He,terrorist,sniper,terrorist,sniper
20928,The passionate people held a vigil against the government,They were standing in solidarity,They were promoting human dignity,They,people,government,people,government
20929,The winning sniper targeted the terrorist,He was a dangerous militant,He was a top killer,He,terrorist,sniper,sniper,terrorist
20930,The storm alarm the commercial flight,It was carrying a VIP,It was carrying essential supplies,It,flight,storm,flight,storm
20931,The sniper executed the terrorist,He was a brutal dictator,He was a accurate assassin,He,terrorist,sniper,sniper,terrorist
20932,The sailors leapt off the boats,They were on a secret mission,They were not paying attention,They,sailors,boats,sailors,boats
20933,The sniper fired the terrorist,He was a notorious guy,He was a dangerous dealer,He,terrorist,sniper,terrorist,sniper
20934,The sniper assassinated the terrorist,He was a brutal war criminal,He was a dangerous human rights abuser,He,terrorist,sniper,terrorist,sniper
20935,The sniper executed the terrorist,He was a resourceful marksman,He was a resourceful sharpshooter,He,sniper,terrorist,sniper,terrorist
20936,The sniper took out the terrorist,He was a ruthless insurgent,He was a accurate marksman,He,terrorist,sniper,sniper,terrorist
20937,The accurate sniper took aim the terrorist,He was a veteran marksman,He was a dangerous guy,He,sniper,terrorist,terrorist,sniper
20938,The sniper assassinated the terrorist,He was a dangerous assassin,He was a brutal insurgent,He,terrorist,sniper,terrorist,sniper
20939,The storm battered the commercial flight,It was producing tornadoes,It was putting lives in peril,It,storm,flight,storm,flight
20940,The sniper assassinated the terrorist,He was a precise marksman,He was a ruthless insurgent,He,sniper,terrorist,terrorist,sniper
20941,The sniper neutralized the terrorist,He was a winning assassin,He was a notorious bomb maker,He,sniper,terrorist,terrorist,sniper
20942,The sniper fired the terrorist,He was a brutal bomber,He was a precise marksman,He,terrorist,sniper,sniper,terrorist
20943,The sniper executed the terrorist,He was a brutal arms dealer,He was a dangerous cyber criminal,He,terrorist,sniper,terrorist,sniper
20944,The sniper took aim the terrorist,He was a ruthless guy,He was a dangerous dictator,He,terrorist,sniper,terrorist,sniper
20945,The sniper took out the terrorist,He was a notorious criminal,He was a resourceful marksman,He,terrorist,sniper,sniper,terrorist
20946,The starving birds chirped and ate the seeds,They were a tasty treat,They were savory,They,seeds,birds,seeds,birds
20947,The bee flew back out of the flower,It was in full bloom,It was seeking nectar,It,flower,bee,bee,flower
20948,The birds foraged for the seeds,They were filling,They were seeking nourishment,They,seeds,birds,birds,seeds
20949,The sailors dived off the boats,They were falling apart,They were overworked,They,boats,sailors,sailors,boats
20950,The sniper executed the terrorist,He was a brutal warlord,He was a accurate sharpshooter,He,terrorist,sniper,sniper,terrorist
20951,The sniper took aim the terrorist,He was a precise killer,He was a dangerous murderer,He,sniper,terrorist,terrorist,sniper
20952,The sniper eliminated the terrorist,He was a ruthless dealer,He was a notorious warlord,He,terrorist,sniper,terrorist,sniper
20953,The sniper took down the terrorist,He was a dangerous arms dealer,He was a dangerous killer,He,terrorist,sniper,terrorist,sniper
20954,The sniper killed the terrorist,He was a dangerous human rights violator,He was a ruthless warlord,He,terrorist,sniper,terrorist,sniper
20955,The sniper neutralized the terrorist,He was a dangerous dealer,He was a notorious bomb maker,He,terrorist,sniper,terrorist,sniper
20956,The sniper neutralized the terrorist,He was a brutal war criminal,He was a winning marksman,He,terrorist,sniper,sniper,terrorist
20957,The sniper fired the terrorist,He was a notorious dealer,He was a precise assassin,He,terrorist,sniper,sniper,terrorist
20958,The sniper executed the terrorist,He was a ruthless cyber criminal,He was a notorious bomb maker,He,terrorist,sniper,terrorist,sniper
20959,The sniper executed the terrorist,He was a ruthless bomber,He was a ruthless militant,He,terrorist,sniper,terrorist,sniper
20960,The sniper targeted the terrorist,He was a precise marksman,He was a dangerous killer,He,sniper,terrorist,terrorist,sniper
20961,The sniper assassinated the terrorist,He was a brutal dictator,He was a resourceful assassin,He,terrorist,sniper,sniper,terrorist
20962,The sniper neutralized the terrorist,He was a notorious assassin,He was a winning sharpshooter,He,terrorist,sniper,sniper,terrorist
20963,The precise sniper executed the terrorist,He was a veteran killer,He was a top shooter,He,sniper,terrorist,sniper,terrorist
20964,The sniper killed the terrorist,He was a ruthless dictator,He was a ruthless warmonger,He,terrorist,sniper,terrorist,sniper
20965,The resourceful sniper took aim the terrorist,He was a veteran shooter,He was a veteran sharpshooter,He,sniper,terrorist,sniper,terrorist
20966,The sniper killed the terrorist,He was a ruthless arms dealer,He was a accurate assassin,He,terrorist,sniper,sniper,terrorist
20967,The sniper executed the terrorist,He was a brutal extremist,He was a dangerous cyber criminal,He,terrorist,sniper,terrorist,sniper
20968,The sniper took down the terrorist,He was a ruthless insurgent,He was a winning marksman,He,terrorist,sniper,sniper,terrorist
20969,The sniper fired the terrorist,He was a accurate killer,He was a brutal bomb maker,He,sniper,terrorist,terrorist,sniper
20970,The sniper eliminated the terrorist,He was a dangerous insurgent,He was a notorious extremist,He,terrorist,sniper,terrorist,sniper
20971,The precise sniper killed the terrorist,He was a successful assassin,He was a top marksman,He,sniper,terrorist,sniper,terrorist
20972,The sniper fired the terrorist,He was a dangerous warlord,He was a notorious human rights abuser,He,terrorist,sniper,terrorist,sniper
20973,The people rallied together against the government,They were spreading false information,They were promoting human rights,They,government,people,people,government
20974,The sniper took down the terrorist,He was a winning sharpshooter,He was a ruthless dictator,He,sniper,terrorist,terrorist,sniper
20975,The people took to the street against the government,They were violating environmental laws,They were perpetuating violence,They,government,people,government,people
20976,The sailors leapt off the rundown boats,They were exploring uncharted territories,They were testing their limits,They,sailors,boats,sailors,boats
20977,The sniper eliminated the terrorist,He was a resourceful sharpshooter,He was a accurate shooter,He,sniper,terrorist,sniper,terrorist
20978,The sniper eliminated the terrorist,He was a resourceful killer,He was a accurate shooter,He,sniper,terrorist,sniper,terrorist
20979,The sniper killed the terrorist,He was a resourceful killer,He was a notorious guy,He,sniper,terrorist,terrorist,sniper
20980,The storm affected the flight,It was carrying important documents,It was putting lives in peril,It,flight,storm,storm,flight
20981,The sniper fired the terrorist,He was a ruthless human rights violator,He was a brutal militant,He,terrorist,sniper,terrorist,sniper
20982,The sniper took aim the terrorist,He was a resourceful killer,He was a winning killer,He,sniper,terrorist,sniper,terrorist
20983,The sniper took aim the terrorist,He was a resourceful assassin,He was a notorious drug lord,He,sniper,terrorist,terrorist,sniper
20984,The sniper took aim the terrorist,He was a brutal dealer,He was a dangerous cyber criminal,He,terrorist,sniper,terrorist,sniper
20985,The lucky sailors dove off the boats,They were causing accidents,They were having technical problems,They,boats,sailors,boats,sailors
20986,The sniper assassinated the terrorist,He was a ruthless bomber,He was a notorious insurgent,He,terrorist,sniper,terrorist,sniper
20987,The sniper killed the terrorist,He was a ruthless arms dealer,He was a brutal drug lord,He,terrorist,sniper,terrorist,sniper
20988,The sniper neutralized the terrorist,He was a accurate shooter,He was a brutal arms smuggler,He,sniper,terrorist,terrorist,sniper
20989,The storm pounded the morning flight,It was creating dangerous conditions,It was bringing high winds,It,storm,flight,storm,flight
20990,The winning sniper targeted the terrorist,He was a talented sharpshooter,He was a talented killer,He,sniper,terrorist,sniper,terrorist
20991,The winning sniper took down the terrorist,He was a top killer,He was a notorious launderer,He,sniper,terrorist,terrorist,sniper
20992,The storm caused the commercial flight,It was full of passengers,It was bringing high winds,It,flight,storm,storm,flight
20993,The sniper took aim the terrorist,He was a notorious extremist,He was a brutal money launderer,He,terrorist,sniper,terrorist,sniper
20994,The quick-witted birds plucked the seeds,They were easy to eat,They were a mouth-watering delight,They,seeds,birds,seeds,birds
20995,The sniper took down the terrorist,He was a notorious guy,He was a dangerous bomb maker,He,terrorist,sniper,terrorist,sniper
20996,The sailors fled the boats,They were not paying attention,They were falling apart,They,sailors,boats,boats,sailors
20997,The storm battered the morning flight,It was producing tornadoes,It was putting lives in peril,It,storm,flight,storm,flight
20998,The sniper neutralized the terrorist,He was a dangerous combatant,He was a ruthless bomber,He,terrorist,sniper,terrorist,sniper
20999,The sniper targeted the terrorist,He was a brutal criminal,He was a winning sharpshooter,He,terrorist,sniper,sniper,terrorist
21000,The birds delicately ate the seeds,They were a irresistible treat,They were a juicy food,They,seeds,birds,seeds,birds
21001,The sniper executed the terrorist,He was a brutal warlord,He was a notorious guy,He,terrorist,sniper,terrorist,sniper
21002,The birds munched on the seeds,They were a tasty snack,They were a sweet treat,They,seeds,birds,seeds,birds
21003,The sniper took down the terrorist,He was a winning assassin,He was a brutal arms smuggler,He,sniper,terrorist,terrorist,sniper
21004,The sniper took aim the ruthless terrorist,He was a barbaric human trafficker,He was a resourceful killer,He,terrorist,sniper,sniper,terrorist
21005,The accurate sniper killed the terrorist,He was a ruthless cyber criminal,He was a dangerous warlord,He,terrorist,sniper,terrorist,sniper
21006,The sniper fired the terrorist,He was a winning shooter,He was a resourceful sharpshooter,He,sniper,terrorist,sniper,terrorist
21007,The sniper killed the terrorist,He was a accurate shooter,He was a brutal murderer,He,sniper,terrorist,terrorist,sniper
21008,The heart circulated blood that fought infections,It was a muscle-oxygenating liquid,It was a immune-boosting fluid,It,blood,heart,blood,heart
21009,The sniper killed the terrorist,He was a ruthless dealer,He was a precise marksman,He,terrorist,sniper,sniper,terrorist
21010,The sniper assassinated the terrorist,He was a dangerous assassin,He was a dangerous guy,He,terrorist,sniper,terrorist,sniper
21011,The storm destroyed the flight,It was causing flash floods,It was carrying a VIP,It,storm,flight,flight,storm
21012,The determined bee crawled on the flower,It was supplying nectar,It was obtaining nectar,It,flower,bee,bee,flower
21013,The sniper neutralized the terrorist,He was a notorious guy,He was a notorious warmonger,He,terrorist,sniper,terrorist,sniper
21014,The storm postponed the morning flight,It was causing flash floods,It was putting travelers in danger,It,storm,flight,storm,flight
21015,The birds noticed the seeds,They were seasoned to perfection,They were bursting with flavor,They,seeds,birds,seeds,birds
21016,The sniper fired the terrorist,He was a brutal guy,He was a dangerous arms smuggler,He,terrorist,sniper,terrorist,sniper
21017,The sniper neutralized the terrorist,He was a notorious guy,He was a accurate marksman,He,terrorist,sniper,sniper,terrorist
21018,The sniper executed the terrorist,He was a brutal drug lord,He was a notorious insurgent,He,terrorist,sniper,terrorist,sniper
21019,The students examined the books,They were rich with meaning,They were visually stunning,They,books,students,books,students
21020,The birds tried the seeds,They were flying in the sky,They were persevering,They,birds,seeds,birds,seeds
21021,The sniper took aim the terrorist,He was a dangerous bomber,He was a notorious warlord,He,terrorist,sniper,terrorist,sniper
21022,The students absorbed the books,They were shaping their future,They were acquiring valuable skills,They,students,books,students,books
21023,The sniper took down the terrorist,He was a dangerous drug lord,He was a notorious killer,He,terrorist,sniper,terrorist,sniper
21024,The sniper killed the terrorist,He was a notorious arms dealer,He was a dangerous human rights abuser,He,terrorist,sniper,terrorist,sniper
21025,The sniper executed the terrorist,He was a ruthless arms dealer,He was a resourceful killer,He,terrorist,sniper,sniper,terrorist
21026,The winning sniper eliminated the terrorist,He was a top shooter,He was a veteran marksman,He,sniper,terrorist,sniper,terrorist
21027,The sniper took down the terrorist,He was a precise sharpshooter,He was a ruthless warmonger,He,sniper,terrorist,terrorist,sniper
21028,The storm caused the morning flight,It was producing tornadoes,It was putting lives in peril,It,storm,flight,storm,flight
21029,The sniper eliminated the terrorist,He was a dangerous bomber,He was a resourceful assassin,He,terrorist,sniper,sniper,terrorist
21030,The storm prevented the international flight,It was causing flash floods,It was carrying cargo,It,storm,flight,flight,storm
21031,The sniper executed the terrorist,He was a winning marksman,He was a ruthless insurgent,He,sniper,terrorist,terrorist,sniper
21032,The precise sniper executed the terrorist,He was a notorious bomb maker,He was a top assassin,He,terrorist,sniper,sniper,terrorist
21033,The sniper targeted the terrorist,He was a notorious human rights violator,He was a resourceful shooter,He,terrorist,sniper,sniper,terrorist
21034,The sniper neutralized the terrorist,He was a accurate marksman,He was a ruthless dealer,He,sniper,terrorist,terrorist,sniper
21035,The sniper took aim the terrorist,He was a precise shooter,He was a ruthless human trafficker,He,sniper,terrorist,terrorist,sniper
21036,The sniper targeted the terrorist,He was a notorious murderer,He was a brutal money launderer,He,terrorist,sniper,terrorist,sniper
21037,The sniper took out the terrorist,He was a winning assassin,He was a notorious guy,He,sniper,terrorist,terrorist,sniper
21038,The people rebelled against the government,They were committing war crimes,They were standing their ground,They,government,people,people,government
21039,The sniper executed the terrorist,He was a brutal arms dealer,He was a dangerous guy,He,terrorist,sniper,terrorist,sniper
21040,The sniper targeted the terrorist,He was a dangerous dealer,He was a accurate sharpshooter,He,terrorist,sniper,sniper,terrorist
21041,The sniper fired the terrorist,He was a dangerous human trafficker,He was a brutal militant,He,terrorist,sniper,terrorist,sniper
21042,The sniper executed the terrorist,He was a resourceful shooter,He was a accurate shooter,He,sniper,terrorist,sniper,terrorist
21043,The bee inspected the flower,It was loaded with pollen,It was attracting insects,It,flower,bee,flower,bee
21044,The sniper neutralized the terrorist,He was a dangerous human rights violator,He was a dangerous dealer,He,terrorist,sniper,terrorist,sniper
21045,The accurate sniper took out the terrorist,He was a successful shooter,He was a successful marksman,He,sniper,terrorist,sniper,terrorist
21046,The sniper executed the terrorist,He was a resourceful killer,He was a notorious assassin,He,sniper,terrorist,terrorist,sniper
21047,The people held a hunger strike against the government,They were promoting transparency,They were inspiring others,They,people,government,people,government
21048,The resourceful sniper killed the terrorist,He was a dangerous murderer,He was a veteran marksman,He,terrorist,sniper,sniper,terrorist
21049,The sniper killed the terrorist,He was a notorious drug lord,He was a brutal war criminal,He,terrorist,sniper,terrorist,sniper
21050,The sniper eliminated the terrorist,He was a notorious guy,He was a notorious cyber criminal,He,terrorist,sniper,terrorist,sniper
21051,The winning sniper took out the terrorist,He was a notorious human trafficker,He was a dangerous dealer,He,terrorist,sniper,terrorist,sniper
21052,The proactive people stood together against the government,They were demanding long-term change,They were denying justice,They,people,government,government,people
21053,The sniper took down the terrorist,He was a ruthless dictator,He was a accurate assassin,He,terrorist,sniper,sniper,terrorist
21054,The sniper eliminated the terrorist,He was a ruthless warlord,He was a ruthless bomb maker,He,terrorist,sniper,terrorist,sniper
21055,The winning sniper fired the terrorist,He was a dangerous killer,He was a successful shooter,He,terrorist,sniper,sniper,terrorist
21056,The sniper eliminated the terrorist,He was a notorious extremist,He was a dangerous cyber criminal,He,terrorist,sniper,terrorist,sniper
21057,The bee buzzed the pretty flower,It was seeking pollen,It was searching for nectar,It,bee,flower,bee,flower
21058,The sniper neutralized the terrorist,He was a dangerous killer,He was a notorious murderer,He,terrorist,sniper,terrorist,sniper
21059,The sniper took out the terrorist,He was a precise sharpshooter,He was a precise killer,He,sniper,terrorist,sniper,terrorist
21060,The people organized a flash mob against the government,They were rigging elections,They were denying fair trials,They,government,people,government,people
21061,The people organized a boycott against the government,They were blocking free speech,They were fighting for their freedoms,They,government,people,people,government
21062,The sniper eliminated the terrorist,He was a winning shooter,He was a dangerous launderer,He,sniper,terrorist,terrorist,sniper
21063,The storm caused a delay for the scheduled flight,It was causing flash floods,It was headed for Europe,It,storm,flight,flight,storm
21064,The sniper eliminated the terrorist,He was a brutal insurgent,He was a notorious cyber criminal,He,terrorist,sniper,terrorist,sniper
21065,The sniper eliminated the terrorist,He was a brutal insurgent,He was a accurate marksman,He,terrorist,sniper,sniper,terrorist
21066,The sniper fired the terrorist,He was a dangerous insurgent,He was a brutal militant,He,terrorist,sniper,terrorist,sniper
21067,The students examined the contemporary books,They were covering advanced topics,They were providing essential knowledge,They,books,students,books,students
21068,The sniper eliminated the terrorist,He was a brutal war criminal,He was a notorious launderer,He,terrorist,sniper,terrorist,sniper
21069,The sniper took aim the terrorist,He was a dangerous murderer,He was a notorious insurgent,He,terrorist,sniper,terrorist,sniper
21070,The sniper assassinated the terrorist,He was a brutal dictator,He was a notorious human rights abuser,He,terrorist,sniper,terrorist,sniper
21071,The storm ruined the commercial flight,It was bringing high winds,It was making road conditions hazardous,It,storm,flight,storm,flight
21072,The resourceful sniper took aim the terrorist,He was a dangerous militant,He was a talented marksman,He,terrorist,sniper,sniper,terrorist
21073,The sniper executed the terrorist,He was a notorious arms dealer,He was a dangerous combatant,He,terrorist,sniper,terrorist,sniper
21074,The sniper fired the terrorist,He was a accurate marksman,He was a ruthless arms smuggler,He,sniper,terrorist,terrorist,sniper
21075,The sniper neutralized the terrorist,He was a notorious cyber criminal,He was a ruthless murderer,He,terrorist,sniper,terrorist,sniper
21076,The sniper assassinated the terrorist,He was a brutal combatant,He was a notorious human rights violator,He,terrorist,sniper,terrorist,sniper
21077,The resourceful sniper took out the terrorist,He was a successful shooter,He was a brutal insurgent,He,sniper,terrorist,terrorist,sniper
21078,The sniper executed the terrorist,He was a dangerous extremist,He was a precise sharpshooter,He,terrorist,sniper,sniper,terrorist
21079,The sniper fired the terrorist,He was a brutal murderer,He was a brutal dictator,He,terrorist,sniper,terrorist,sniper
21080,The heart moved blood that sustained life,It was a rejuvenating fluid,It was a blood-pressure-controlling fluid,It,blood,heart,blood,heart
21081,The storm posed a threat to the flight,It was headed for Europe,It was producing tornadoes,It,flight,storm,storm,flight
21082,The storm frightened the commercial flight,It was creating dangerous conditions,It was causing flash floods,It,storm,flight,storm,flight
21083,The sniper fired the terrorist,He was a ruthless extremist,He was a notorious guy,He,terrorist,sniper,terrorist,sniper
21084,The sniper executed the terrorist,He was a brutal guy,He was a notorious launderer,He,terrorist,sniper,terrorist,sniper
21085,The sniper took down the terrorist,He was a winning assassin,He was a brutal bomb maker,He,sniper,terrorist,terrorist,sniper
21086,The sniper took out the terrorist,He was a ruthless launderer,He was a accurate sharpshooter,He,terrorist,sniper,sniper,terrorist
21087,The sniper took out the terrorist,He was a resourceful marksman,He was a brutal bomber,He,sniper,terrorist,terrorist,sniper
21088,The sniper neutralized the terrorist,He was a brutal arms dealer,He was a brutal warlord,He,terrorist,sniper,terrorist,sniper
21089,The storm impacted the scheduled flight,It was causing flash floods,It was putting travelers in danger,It,storm,flight,storm,flight
21090,The sniper targeted the terrorist,He was a brutal cyber criminal,He was a dangerous killer,He,terrorist,sniper,terrorist,sniper
21091,The resourceful sniper eliminated the terrorist,He was a top killer,He was a successful assassin,He,sniper,terrorist,sniper,terrorist
21092,The sniper took aim the terrorist,He was a ruthless warmonger,He was a winning killer,He,terrorist,sniper,sniper,terrorist
21093,The accurate sniper targeted the terrorist,He was a veteran sharpshooter,He was a dangerous arms dealer,He,sniper,terrorist,terrorist,sniper
21094,The people rallied together against the government,They were perpetuating corruption,They were censoring the media,They,government,people,government,people
21095,The sniper eliminated the terrorist,He was a brutal assassin,He was a dangerous insurgent,He,terrorist,sniper,terrorist,sniper
21096,The students researched the books,They were exploring new ideas,They were pursuing their passions,They,students,books,students,books
21097,The sniper neutralized the terrorist,He was a winning killer,He was a winning assassin,He,sniper,terrorist,sniper,terrorist
21098,The sniper killed the terrorist,He was a brutal insurgent,He was a dangerous human rights violator,He,terrorist,sniper,terrorist,sniper
21099,The sniper killed the terrorist,He was a ruthless warlord,He was a ruthless extremist,He,terrorist,sniper,terrorist,sniper
21100,The storm caused the international flight,It was making road conditions hazardous,It was producing tornadoes,It,storm,flight,storm,flight
21101,The sniper took out the terrorist,He was a winning shooter,He was a notorious drug lord,He,sniper,terrorist,terrorist,sniper
21102,The accurate sniper neutralized the terrorist,He was a top killer,He was a brutal arms dealer,He,sniper,terrorist,terrorist,sniper
21103,The storm affected the scheduled flight,It was creating dangerous conditions,It was carrying essential supplies,It,storm,flight,flight,storm
21104,The people rallied together against the government,They were perpetuating corruption,They were denying fair trials,They,government,people,government,people
21105,The storm devastated the flight,It was bringing high winds,It was producing tornadoes,It,storm,flight,storm,flight
21106,The students examined the books,They were difficult to understand,They were visually stunning,They,books,students,books,students
21107,The sniper killed the terrorist,He was a brutal murderer,He was a accurate assassin,He,terrorist,sniper,sniper,terrorist
